LocationId,OrganisationID,LocationPostCode_clean,AreaName,district
9280249d-cabe-43b4-8c30-46643d4142a7,f63863e6-e15a-4d7c-bd2e-c05369d5bac7,CH21LY,Urban city and town,Cheshire West and Chester
3242a729-5762-4433-86c2-5b28d0720130,9182fbe7-c12f-4156-bf59-89ecffa821d2,CM166ND,Rural village,Epping Forest
cdca439c-0024-4e1e-933a-fcaf127dc59d,07b2aafe-cb44-44a5-add9-29eb579f8a73,CM167LD,Rural town and fringe,Epping Forest
b756cfed-84dc-449f-8267-91a5234abf98,8f8ebcbb-d282-4e2a-bf1c-12051e8de0cb,CO62RB,Rural town and fringe,Braintree
cf59b0d0-406f-442e-9535-bfb2fafe6dcd,ed16f2db-cd29-4944-8357-f029bda1938b,CR78RR,Urban major conurbation,Croydon
67c7186f-e725-4218-ae9d-06b91da4bbe6,8c9d6157-abef-4a16-a00b-a086b5c6776b,CT52BE,Urban city and town,Canterbury
0fce2575-6002-42fa-abd9-08c4ae988f1e,bb978abd-055e-43e8-a37d-0b904858aaca,CV100TJ,Urban city and town,North Warwickshire
54e90bfc-e5ed-47ce-942c-3ca1224b6471,7c68afee-9f31-473d-a11f-604d118a21e4,CV82EQ,Urban city and town,Warwick
61265a05-2915-4d8b-8c94-1ec0264f84da,01b4acb5-528f-4da9-a58f-eb71eb04e386,DA117DX,Urban major conurbation,Gravesham
25098d40-6fb4-4ea1-8fee-70122cfcb100,b3eb0b85-03d2-451b-b22d-0f2837711161,DA125EY,Urban major conurbation,Gravesham
e63af316-08c9-4bdb-af99-01878a77fd65,c92c166d-e4b1-4a38-8db1-9709bbd7a050,DA146QL,Urban major conurbation,Bexley
f62e8af5-a10f-4e21-9aa4-f40fc2da2597,332b86c9-cb30-4500-81d4-86abfec2f980,DD48ER,Large Urban Area,Dundee City
21e82792-a9dc-4000-a340-946cbea85f37,d75bf248-586b-42a7-91ce-3e021ddd8ed0,DE215BB,Urban city and town,Amber Valley
04edc7c7-e16f-496a-99b5-39ea2e8f21f6,61848498-2436-4700-b648-3cdc62747493,DL14UB,Urban city and town,Darlington
1989f603-5d62-4a43-852c-76cf54aa4974,75a16531-afb0-4a92-98b0-428c8a1425c3,DN12JT,Urban minor conurbation,Doncaster
c657aae7-a87c-4c75-abca-14a230d58476,9fa341d5-64c2-426a-b797-02f8f7e4fcb7,DN377AH,Rural town and fringe,North East Lincolnshire
43e312d5-aa6c-40d3-b607-7ae26e1dc05b,9b939a1e-0462-47c4-8f2f-89f396e12e58,DN47AD,Urban minor conurbation,Doncaster
c58d0f85-8abb-41a6-8dfc-93a0ecf04a1b,b2f252fd-f3cd-4a33-bb57-702a303c3648,DN47AL,Urban minor conurbation,Doncaster
ca8fd18a-1732-443c-8a9f-78040d2fc271,ca7900ac-09e6-452d-a21c-ad99361e1912,DY102JZ,Urban city and town,Wyre Forest
affe0d83-cd7e-42cb-9d1b-3b977d384722,cc10c478-febc-4bbb-84e9-842621ce3ce8,DY12ER,Urban major conurbation,Dudley
ae9a4b54-3aaa-4ec5-b824-2c8c5d468d74,ca7900ac-09e6-452d-a21c-ad99361e1912,DY99RP,Rural hamlets and isolated dwellings,Bromsgrove
a5f39e7b-48cc-49ea-8de0-41dddcd7970d,9cb5ea25-e77d-4105-8ab2-1316710e95d9,E112QW,Urban major conurbation,Redbridge
887908a0-71be-467a-9d6f-e971547a0f0b,30e9b3ea-c37b-4939-8cb7-1c152677e1f5,E13DB,Urban major conurbation,Tower Hamlets
f440ff59-9cd0-4e4b-bc8d-460b79018547,3723ca8d-6552-49a4-a785-67603ef3360f,EH234TZ,Accessible small Town,Midlothian
5a1b8fda-1396-4036-a116-024d2976599e,5dfb4af4-bd50-4a6e-b94e-d4c4a8dafe09,EH519LQ,Other Urban Area,Falkirk
3f42330c-5eab-48dd-bf1b-3be232020eb8,72c3177e-9fa0-4fa3-a7a6-1bfce447a580,EH92HE,Large Urban Area,City of Edinburgh
65e2742a-6884-43f4-a89c-34f7b4859750,2feff59d-ca15-49a0-9100-165cded25a37,EN107LE,Urban major conurbation,Broxbourne
9ef2d2d3-c856-4d0d-8628-eb1046ed5505,2feff59d-ca15-49a0-9100-165cded25a37,EN119RS,Urban major conurbation,Broxbourne
a17e95f2-38ee-40c3-b0e0-478c7a83be89,c6852ef8-7c26-47ca-9b55-a85ccaf9f4b5,EN12PL,Urban major conurbation,Enfield
8339a944-f683-40ec-915c-6c3dd3b20ae2,ae6143b2-9e68-4b6e-abfe-e4701c064dfa,EX108EX,Urban city and town,East Devon
fecaded1-9317-41b0-9913-4e4c6285359e,09f98d83-2bc5-4c1d-9dc0-02992a8b42b9,EX122ST,Rural town and fringe,East Devon
ecec65d8-8e8d-4921-b39c-8a58f4a8dbe3,6c6973a8-2673-4dcf-8c63-df25fc45cebb,EX141AL,Urban city and town,East Devon
f8c54847-a8d1-4194-9082-832fa6c714ea,484ce99a-b902-43fc-a704-635fa9748670,EX328NP,Urban city and town,North Devon
e6c5d219-d8f2-4d17-9fb0-b0a522caedf5,c49548f7-c55f-4069-8641-4c5ff80149e2,EX393PT,Rural village,Torridge
7cf170a4-67ba-455c-80b8-e385ed0e7cac,0d35d6d7-2e5a-4407-9869-f1564d46224b,EX393QF,Urban city and town,Torridge
c9ff35d6-cdfb-464b-a787-cd764d01d686,f8f0e0ae-960f-4eec-bde3-51a0df7f4b60,G849QF,Other Urban Area,Argyll and Bute
4d8c8139-740f-4a73-9ad5-c436e72d1a97,f1652baa-4a4a-4479-9918-207553c503ed,GU146QN,Urban city and town,Rushmoor
149ab08d-5438-4ba1-affc-7bd1782f37e8,6e73d8fc-b261-4f2a-aa28-6e92d91423f3,HA03TQ,Urban major conurbation,Brent
fdc79291-325f-4a69-91ca-3b3b0a5330eb,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,HD94AG,Rural town and fringe,Kirklees
a65fb8a9-ed5d-4b6a-ac26-e1e200da0b46,a7aae440-7662-4fe9-ba2b-2980b3b8366c,HP108NX,Urban city and town,Buckinghamshire
6e18ac7a-f203-4a25-855d-89af1769615c,c92c166d-e4b1-4a38-8db1-9709bbd7a050,HP136SR,Urban city and town,Buckinghamshire
230a647f-8a30-43e3-9262-303c0948b036,470775e7-0b64-46df-a671-07ccd30bb9a0,HP178PP,Rural town and fringe,Buckinghamshire
00ca5785-8356-41d6-8010-16a4d1908c2a,2feff59d-ca15-49a0-9100-165cded25a37,HP219NJ,Urban city and town,Buckinghamshire
15bd8643-5f94-42c2-ad21-2d07ac586650,2feff59d-ca15-49a0-9100-165cded25a37,HP25BW,Urban major conurbation,Dacorum
57a48661-925e-400d-b4e5-29086461187c,f1743067-fa5c-4cd8-8caa-6d17dbdb17bc,HU120RE,Rural town and fringe,East Riding of Yorkshire
f220e27b-9c72-4d7b-8ee9-9eb6319409f7,f1743067-fa5c-4cd8-8caa-6d17dbdb17bc,HU120RE,Rural town and fringe,East Riding of Yorkshire
f0cf1df0-9b06-4cbc-94f8-b7632d57d51e,ed16f2db-cd29-4944-8357-f029bda1938b,HX14JW,Urban major conurbation,Calderdale
ecc8124b-7989-4c5b-b9a4-af12079db5c8,ed16f2db-cd29-4944-8357-f029bda1938b,IG26PS,Urban major conurbation,Redbridge
d0927897-ea1e-4f7b-a25e-c0a25749f928,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,IP130PX,Rural hamlets and isolated dwellings,East Suffolk
0ab0b76f-efb0-4bfe-9a19-99c78352d8c9,5dab7dbe-7983-40cb-9ec5-b57ced568fac,KT205SD,Urban major conurbation,Reigate and Banstead
875316f0-4807-4409-890e-f63ed08defeb,afcc2f69-e61a-46e4-8560-3f57cab67010,KY83DE,Other Urban Area,Fife
c525a59f-7141-4f82-b164-7f5b07f89115,c460bfe1-eef5-4180-9044-12195430cf76,L313FA,Urban major conurbation,Sefton
09ab122b-a6bd-4b50-b8e1-603a0ea9278e,09d5fb74-3a2d-4032-beb2-89146d9c5ba1,LA139JY,Urban city and town,Barrow-in-Furness
b62a016d-0d59-4067-aff4-d08e44dc6fda,80c2a88c-1b54-4a4b-a219-143e3c28815d,LE23JD,Urban city and town,Leicester
3aeba94a-2566-401b-b36f-368683d8c3c6,aeb5acfe-7c49-45c4-8825-f987a950f716,LE28FD,Urban city and town,Leicester
f27eb4ae-f3ff-4e58-ab49-c9d8a500a348,0d1ef3da-291f-4901-9ce2-33c4b3a52dda,LE30FA,Urban city and town,Leicester
5edcf390-ace9-4c85-bcf9-1a98331ff2aa,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,LE42BD,Urban city and town,Leicester
b4dbc247-130c-453d-9bed-1814fbf7e760,f56db364-2814-43b2-b049-62edcbd20912,LE43LX,Urban city and town,Charnwood
53470baf-7767-4627-86e5-638e5f74f59c,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,LS2DY,,
1c9a142f-8f91-4aa8-bde5-874446029d7e,c63407c7-798b-45ab-9a82-b5091c393494,LU14BJ,Rural town and fringe,Central Bedfordshire
9c4df8ce-195a-4d82-85d3-d64f2508b65e,c63407c7-798b-45ab-9a82-b5091c393494,LU48RT,Urban city and town,Luton
de7a47b2-a5b2-44ef-ac37-d17c3b7f8fda,6f35eba1-4a83-4a60-8acc-80d9ed210b7d,M130AQ,Urban major conurbation,Manchester
bcac1b3e-5b71-40ca-88dc-e2d2744b725d,a9d6c8ca-4803-4868-9f10-1aef05c0ae4d,ME171AD,Rural town and fringe,Maidstone
159c4ecb-7cce-4dce-9579-68d7dcefc4bf,52b05c74-47ec-49bc-a26e-202ce7e1463c,ME23DE,Urban city and town,Medway
22708088-8746-4b27-b6e3-0c314bedd1f8,c0c6be3c-ef65-4621-8688-63ec016bf5e7,MK402DA,Urban city and town,Bedford
ef0621e3-9602-4fb9-9a5f-5e56f369d618,2c641569-c1a2-4b5b-b17a-f786c1c1672c,MK402PU,Urban city and town,Bedford
742d326c-bf72-4f88-9961-e6cddf38f570,e3805d41-51d0-4277-8375-f3c1b8899b43,ML55NJ,Large Urban Area,North Lanarkshire
e7e231a9-eef3-44d7-b796-0436692c2b49,e3805d41-51d0-4277-8375-f3c1b8899b43,ML55NJ,Large Urban Area,North Lanarkshire
bb07115b-ae3d-4dc2-87cb-af26e1fa7386,ff8955c0-59f0-4161-aa4a-ca114fa01238,NG172AH,Urban city and town,Ashfield
d848836e-4633-46eb-8923-7588499f4835,ff8955c0-59f0-4161-aa4a-ca114fa01238,NG172AH,Urban city and town,Ashfield
6c278a8e-2560-4a72-8249-6cf5ef443e3b,ff8955c0-59f0-4161-aa4a-ca114fa01238,NG172AH,Urban city and town,Ashfield
a3b90fd6-8c5a-4ac7-bb64-984c74796d20,23c4b2a1-22ca-4393-9f89-0c900bcb4bd5,NG52AT,Urban minor conurbation,Nottingham
41c4f576-7377-4763-8258-ac56262e555b,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,NG57GS,Urban minor conurbation,Gedling
e3cfb0b9-b036-43a6-897a-bde131d7dd25,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,NG69LZ,Urban minor conurbation,Nottingham
0df7260f-9c7e-49f3-a646-eb528abbf496,2feff59d-ca15-49a0-9100-165cded25a37,NN157HW,Urban city and town,North Northamptonshire
5c1d13ae-e0c3-40bd-ba01-0982584ae1b2,23cbd005-ee53-4634-bc9c-34495ae89667,NN56FR,Urban city and town,West Northamptonshire
53c3813b-9b2d-409a-b9e9-79d182c548c9,5fe2423d-4f54-4159-b637-2b868242c058,NP205QN,Urban city and town,Newport
a6650e59-78e2-4967-a064-592efd4f5646,17e082ae-7f8b-4b9b-a0ef-d6a62642acfb,NR295QA,Rural village,North Norfolk
16ffb87f-523e-4a40-a7c1-a816f603324e,6405d487-7f50-4e15-b425-5a94f28f2b45,NR319QL,Rural hamlets and isolated dwellings,Great Yarmouth
a1a7c6b9-cab0-4ece-91af-c6a96de52bb1,758f8daa-d535-4d26-a7a5-496eeb1994ef,NR349YQ,Urban city and town,East Suffolk
9ac5c093-219b-456b-99b0-ae5b6b310a1d,ca4daf40-c6eb-4ec3-be6e-0f108942dc64,NR352JL,Rural town and fringe,South Norfolk
1aa198e5-1a66-4866-b859-c66447077175,ed16f2db-cd29-4944-8357-f029bda1938b,NR70RF,Urban city and town,Broadland
ea9ef77d-b959-4297-82ea-970cd1627718,18c6698a-b3f4-4aa6-96e9-f5a08015e275,NW52PW,Urban major conurbation,Camden
6a6c6d18-bf64-487e-a65b-7a5eda4678a1,66034c15-813e-40e2-9965-0580408eeaaa,OX184EX,Rural hamlets and isolated dwellings,West Oxfordshire
1f9c34f0-527b-4efb-b67e-c4515b68db25,de4d57cd-a7fc-47db-9f9b-7e8e736dac20,OX277NZ,Rural village,Cherwell
4d9a14b9-5efc-4bc3-8152-250da3cf8214,afcc2f69-e61a-46e4-8560-3f57cab67010,PH165BP,Remote Rural,Perth and Kinross
76d9f6e9-5c56-41b0-9d5f-b110856fc772,9f668474-ad5c-48dd-a5bc-049a11fafead,PL67JW,Urban city and town,South Hams
886ddc36-7285-45b6-b47a-b92a32b173c0,174f8be8-948d-4910-aab9-2a06c1d14800,PO122EG,Urban city and town,Gosport
f52b8dce-e8e4-4d71-a838-05ba4c70ae29,174f8be8-948d-4910-aab9-2a06c1d14800,PO122EP,Urban city and town,Gosport
52978e99-6e27-4a2f-8656-7e2c451af687,3398d3df-b9f3-42e8-82c1-09771aa12f53,PO200JA,Urban city and town,Chichester
897eb8ed-594b-4957-ae34-91ced49978bf,1b855c0a-1ea3-4d9b-85f5-7ee0f64ef86c,PO27EB,Urban city and town,Portsmouth
2705d424-bda0-449c-9a8a-9ce4ed948c2a,fd7c7206-1b4e-41f1-a8de-24abf58efa8c,PO36GN,Urban city and town,Portsmouth
31cff62f-77ed-4f23-952c-0cccfdb6fc65,3c899f6d-776b-492d-b32e-083d044100b1,PO381BT,Rural town and fringe,Isle of Wight
695c9363-3f2c-4fc0-bcd3-83e14bb5bfc9,f56db364-2814-43b2-b049-62edcbd20912,PO77TY,Rural town and fringe,Winchester
17691e7d-f572-4fca-8fd0-3bdf0a916ad2,a6e3b390-2e1e-4203-a0a8-973f9221b408,PR16AB,Urban city and town,Preston
32f734d9-20dd-4dcd-9afb-78a5774bdacd,b65c9f9a-14fc-47e4-addd-8e0e3b12387b,RH106JA,Urban city and town,Crawley
037aeded-bd82-4b6f-91d6-1bdd625b5676,4cc2c167-98fa-439b-a276-a4dc4ee81fd4,RH41SY,Urban city and town,Mole Valley
425ef4cc-0777-46b4-adde-a790a9d7900f,e05f6a30-9d41-4562-82ea-af86aa0c9a1f,RM143PL,Rural hamlets and isolated dwellings,Havering
bb26c9b8-220a-416d-977d-a6dee356957b,99b10abb-dcee-4b52-a63c-5852cce8edd3,S459AQ,Urban city and town,North East Derbyshire
08e64801-9305-48e4-b50b-26b6ead80cc6,144c3c08-3ada-4913-8520-5b60d545e60a,S603AX,Urban minor conurbation,Rotherham
33756888-3533-4cad-bffa-d6484af89d1c,318eddb1-dcf8-4a7f-b6e9-781100f3dd96,S636EN,Urban minor conurbation,Rotherham
0890cfb0-0338-444b-9422-44bfabf9ef58,0def29cb-7177-4562-8e3d-e64476273ca8,S71LW,Urban minor conurbation,Sheffield
31906383-d5af-4803-86cb-4cd717b340d7,9b939a1e-0462-47c4-8f2f-89f396e12e58,S728NP,Urban city and town,Barnsley
e6dcf7b6-5f53-450d-a94f-cc28db6b6280,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,SK176XJ,Urban city and town,High Peak
b0223c95-0b5f-4139-a1de-bde529125810,ac62dd7c-eb46-4922-84cd-2f4b1d231280,SK45NU,Urban major conurbation,Stockport
39ac977c-f0f9-4c6e-a71c-508ea82533c5,3eefd529-51ec-4929-8955-36731d84fbfe,SK66PA,Urban major conurbation,Stockport
a7f88fa5-d12b-49e7-813e-ce36413be2b3,85f97522-92d7-4398-b05a-6c958e187ac3,SL12NS,Urban city and town,Slough
59aea55b-4b54-48bf-bac4-1599c5afe950,ebbb8ab9-29fc-4f74-a647-d6def77c9459,SL62SJ,Urban city and town,Windsor and Maidenhead
06587349-ce01-416e-b728-e4569e09ef76,123caa0f-7185-4af7-844e-7bf57a55f57e,SM27EH,Urban major conurbation,Sutton
a7214cb7-7bd2-4de8-8af1-16b866e08736,8a3781a3-4fa6-4682-b800-1f0bc8ed9a6e,SO302HG,Urban city and town,Eastleigh
14c5d7c2-8821-4279-bed9-382bfab7b960,fd7c7206-1b4e-41f1-a8de-24abf58efa8c,SO407GL,Urban city and town,New Forest
ecc587a8-99e0-46b8-ba18-728f4deff1ca,174f8be8-948d-4910-aab9-2a06c1d14800,SO407GL,Urban city and town,New Forest
5a272394-29da-44b7-bc38-67f66049469c,58920196-a0dd-4a60-aece-ae4083bc74f8,SO518GZ,Urban city and town,Test Valley
00287b33-bb74-49a2-a015-9f17cd64f7fa,01b090b7-a07e-4d72-861c-c405963f66a3,SP125KL,,
9d1715b6-5690-449f-97db-4576fbcf4876,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,SR47AB,Urban major conurbation,Sunderland
155adf1f-423f-42d3-b9fc-46d03f4a7ff3,32a22420-db41-43bf-921b-04c235acbb5a,SR52SH,Urban major conurbation,Sunderland
1af3c75a-bea2-4ad9-ade8-7ff1f5c407f2,07b2aafe-cb44-44a5-add9-29eb579f8a73,SS08HT,Urban city and town,Southend-on-Sea
82a07fbd-8a5b-40f6-ad53-bc2f50f7cc19,3fc46818-ad3a-43de-a9a7-bd4fb8a24793,SS08NQ,Urban city and town,Southend-on-Sea
c44c7c19-c330-457e-875a-46d545995007,5d3fc143-34f1-44d9-bf08-0a524494c57a,SS12XE,Urban city and town,Southend-on-Sea
7e49622e-4451-469b-b928-9661627ce1f6,07b2aafe-cb44-44a5-add9-29eb579f8a73,SS39DH,Urban city and town,Southend-on-Sea
fd4568b2-2bd4-41d4-a6cc-0206226e5eef,bdbc4693-4d98-4d96-b9a3-4dc0162818f4,ST180RD,Rural town and fringe,Stafford
258a9319-87e4-44f4-b954-09c2ec695738,a3fbd3a7-481e-460d-80d3-58f1d010620e,ST52RS,Urban city and town,Newcastle-under-Lyme
819861dc-83e2-466b-b551-56e1c5e41f1c,8aea0b90-f92f-4b04-8e5e-a2ec531f6fe3,SW128NB,Urban major conurbation,Wandsworth
bc44e7d1-56c9-476a-80b7-489db2b669f1,e2b2cac7-5edd-428a-b892-8f510c6a43b6,SW196AB,Urban major conurbation,Wandsworth
1a21ce7c-628a-494a-b60d-ea00145cfd52,be17ca3b-8a16-4d63-976a-52d97c8a06cf,TD75BU,Accessible small Town,Scottish Borders
b515c8e5-ab22-49ec-ac09-5f4103a23b87,04db82ed-be22-4096-a233-63ffdc2ab431,TN342RY,Urban city and town,Hastings
68d90d0b-8d70-4592-87fa-f0ffff58283d,680a91a5-fef7-48e2-9fed-94cef75f28e8,TN354SB,Rural hamlets and isolated dwellings,Rother
50d1b731-247b-4697-ac97-d337be827f2d,9a134f5a-3d54-4bff-83c9-54a688061f31,TQ123DZ,Urban city and town,Teignbridge
fecf48b1-bd7b-44f8-807c-c522c2e84314,2672059e-2721-481b-8bd5-94d336bd3dea,TQ12DZ,Urban city and town,Torbay
5797be10-8c26-4611-9c85-46ae81123a44,80013b7c-10cd-4882-b503-4cb311faee77,TQ32DY,Urban city and town,Torbay
6f1b9792-06aa-4b1a-9131-0349f2d9648d,1d89edca-5dcf-4d2d-b0d7-e59f408f25f1,TS42PX,Urban city and town,Middlesbrough
4061d99e-1d94-468c-99ce-3c4ecf1b10a3,318eddb1-dcf8-4a7f-b6e9-781100f3dd96,UB12AR,Urban major conurbation,Ealing
aec47db9-e8a5-48e6-a340-01c79e9db43c,b833a15a-c0e9-4091-9309-f54dd9354c2c,WD79BB,Rural hamlets and isolated dwellings,Hertsmere
4ee7da94-3167-4f61-80c1-f9e6655c15d5,a97c8f2b-4ba3-4b18-b77b-dce09488ed4e,WF13PB,Urban major conurbation,Wakefield
7f7a6de1-e068-412d-91fc-334f3af3bc64,c1220fee-097e-4e99-bd2d-6d352dcb31ac,WF160AX,Urban major conurbation,Kirklees
dabd1422-d4f7-482c-9049-beed27f2cf49,318eddb1-dcf8-4a7f-b6e9-781100f3dd96,WN50TS,Urban major conurbation,Wigan
de65b9d4-9ba7-4895-bef0-fdb78687b93e,722c81d3-3192-4a39-bffd-78d468df293a,WR24TQ,Rural hamlets and isolated dwellings,Malvern Hills
662bc7fb-1390-4fec-9dcd-feda1aca4261,bd6e72f9-37f3-47c5-96ec-e6a6f463132a,WV149HN,Urban major conurbation,Dudley
371b79c7-c921-423b-9ba0-d9fd94985163,c82c1e64-55dd-46f6-bb09-f7a6ee13b7c6,YO125BN,Urban city and town,Scarborough
e660a373-53ee-4f83-bd82-a736c847030e,f784beac-ef01-46f0-9ba9-c7e3bcfc0df8,YO177ND,Urban city and town,Ryedale
a2f3396a-f23d-4574-ab21-8372d3693191,a97c8f2b-4ba3-4b18-b77b-dce09488ed4e,YO259PE,Rural town and fringe,East Riding of Yorkshire
2a327832-7c64-46e9-8312-9e18e088d812,b69d7b9d-998e-4be2-a7d9-3c2809b8363b,YO306RG,Urban city and town,York
493d5a7c-e5a7-4b63-a4f1-d35bca8c7172,ac5d475e-0f23-4ea7-87ae-a67bbbc4e8fd,YO84HX,Urban city and town,Selby
5ba04696-09e5-47ce-99e9-012228e7b380,4faace32-b830-479b-8f42-96d88ae5e7b7,YO85JP,Urban city and town,Selby
